24, 37, 37, 37, 37, 37, 37, 37, 39, 37, 37, 37, 37, 37, 37, 37
,
71, 39, 40, 40, 30, 31, 40, 39, 1, 37, 31, 30, 37, 37, 39, 69, 
28, 52, 53, 53, 53, 52, 53, 53, 28, 53, 53, 53, 53, 52, 53, 53, 
74, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 76, 
28, 52, 53, 53, 53, 52, 53, 53, 28, 53, 53, 89, 90, 91, 53, 53, 
24, 53, 53, 53, 53, 53, 53, 53, 24, 53, 53, 53, 53, 53, 53, 52
,
71, 28, 31, 30, 37, 37, 31, 39, 37, 37, 37, 37, 37, 37, 39, 69, 
39, 30, 32, 37, 35, 37, 37, 37, 28, 35, 32, 37, 37, 37, 37, 31, 
74, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 76, 
39, 30, 32, 37, 35, 37, 37, 37, 28, 35, 32, 92, 93, 94, 37, 31, 
45, 95, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 97, 47
,
71, 28, 37, 37, 45, 46, 46, 46, 46, 46, 46, 47, 37, 37, 28, 69, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 37, 37, 37, 37, 37, 37, 
74, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 76, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 37, 37, 37, 37, 37, 37, 
69, 70, 70, 70, 71, 70, 70, 70, 70, 69, 70, 70, 70, 70, 70, 71
,
71, 28, 37, 37, 69, 71, 44, 61, 44, 44, 69, 71, 37, 37, 28, 69, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 37, 37, 37, 37, 37, 37, 
54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 56, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 37, 37, 37, 37, 37, 37, 
54, 55, 55, 55, 56, 55, 55, 55, 55, 54, 55, 55, 55, 55, 55, 56
,
71, 50, 57, 51, 54, 56, 37, 39, 37, 37, 54, 56, 50, 57, 51, 69, 
45, 46, 46, 58, 72, 72, 72, 72, 24, 72, 72, 72, 72, 72, 72, 72, 
24, 72, 72, 72, 72, 72, 72, 72, 24, 72, 72, 72, 72, 72, 72, 72, 
24, 72, 72, 72, 72, 72, 72, 72, 24, 72, 72, 72, 72, 72, 72, 72, 
24, 72, 72, 72, 72, 72, 72, 72, 24, 72, 72, 72, 72, 72, 72, 72
,
71, 61, 44, 44, 44, 44, 37, 39, 37, 37, 44, 44, 44, 44, 61, 69, 
69, 70, 70, 71, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 
24, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 
24, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 
24, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25
,
71, 28, 37, 62, 63, 37, 38, 39, 37, 37, 37, 37, 37, 37, 28, 69, 
74, 75, 75, 76, 29, 29, 29, 29, 28, 31, 29, 29, 29, 36, 37, 35, 
28, 29, 29, 29, 29, 29, 29, 29, 28, 31, 29, 29, 29, 29, 30, 37, 
28, 29, 29, 29, 29, 29, 29, 29, 28, 31, 29, 29, 29, 29, 30, 37, 
28, 29, 29, 29, 29, 29, 29, 29, 28, 29, 30, 31, 29, 29, 30, 35
,
71, 24, 37, 64, 65, 37, 31, 24, 1, 37, 37, 37, 37, 37, 24, 69, 
74, 75, 75, 76, 50, 57, 57, 57, 57, 51, 31, 30, 31, 30, 1, 37, 
39, 31, 40, 40, 30, 31, 40, 30, 39, 37, 31, 30, 31, 30, 37, 37, 
28, 31, 40, 40, 30, 31, 40, 40, 28, 37, 31, 30, 31, 30, 37, 37, 
39, 31, 40, 40, 30, 31, 40, 40, 39, 30, 37, 37, 31, 30, 37, 37
,
71, 24, 36, 66, 67, 52, 53, 24, 53, 52, 53, 53, 52, 38, 24, 69, 
69, 70, 70, 71, 44, 44, 44, 44, 61, 44, 37, 37, 37, 37, 37, 37, 
39, 37, 31, 30, 37, 59, 60, 37, 39, 37, 37, 37, 37, 37, 37, 37, 
39, 37, 31, 30, 37, 37, 31, 98, 99, 100, 37, 37, 37, 37, 37, 37, 
39, 37, 31, 30, 37, 37, 31, 30, 39, 37, 37, 37, 37, 1, 37, 37
,
56, 45, 58, 46, 46, 46, 46, 46, 46, 46, 46, 58, 46, 46, 47, 54, 
74, 75, 75, 76, 37, 37, 37, 38, 28, 37, 37, 37, 37, 37, 45, 47, 
28, 37, 37, 37, 37, 44, 44, 37, 28, 53, 45, 47, 52, 53, 53, 53, 
39, 37, 37, 37, 37, 37, 37, 31, 101, 94, 37, 37, 37, 37, 37, 37, 
39, 52, 45, 47, 52, 53, 53, 45, 47, 52, 53, 52, 45, 47, 52, 53
,
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
74, 75, 75, 76, 52, 53, 38, 40, 28, 52, 53, 52, 53, 52, 69, 71, 
24, 35, 32, 35, 32, 32, 35, 32, 39, 35, 69, 71, 32, 35, 35, 32, 
39, 53, 53, 53, 52, 53, 53, 53, 28, 53, 53, 53, 53, 53, 52, 53, 
28, 32, 69, 71, 35, 32, 35, 69, 71, 32, 35, 32, 69, 71, 32, 35
,
54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 56, 
54, 55, 55, 56, 35, 37, 32, 35, 28, 35, 50, 57, 57, 51, 54, 56, 
45, 46, 47, 52, 52, 52, 52, 52, 39, 52, 54, 55, 45, 46, 46, 47, 
28, 37, 32, 32, 37, 37, 32, 31, 28, 37, 32, 35, 37, 32, 37, 38, 
45, 58, 54, 56, 45, 46, 47, 54, 56, 45, 46, 47, 54, 56, 46, 47
,
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
61, 44, 44, 44, 37, 50, 51, 37, 39, 37, 44, 44, 44, 44, 44, 44, 
69, 70, 71, 32, 35, 32, 35, 38, 28, 32, 44, 44, 44, 44, 44, 44, 
28, 37, 37, 37, 37, 37, 37, 37, 28, 37, 37, 37, 37, 37, 38, 40, 
61, 44, 44, 44, 44, 44, 44, 44, 61, 44, 44, 44, 44, 44, 44, 44
,
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
28, 37, 37, 37, 37, 44, 44, 38, 39, 37, 37, 37, 37, 37, 37, 38, 
74, 75, 76, 52, 38, 36, 38, 102, 39, 36, 52, 52, 53, 52, 53, 52, 
39, 37, 37, 37, 37, 37, 37, 38, 39, 37, 37, 37, 37, 37, 31, 40, 
39, 37, 37, 62, 63, 37, 37, 38, 39, 36, 38, 36, 37, 37, 37, 37
,
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
39, 37, 1, 37, 37, 37, 37, 31, 28, 37, 37, 37, 37, 37, 38, 40, 
74, 75, 76, 38, 40, 40, 102, 103, 39, 30, 32, 35, 37, 1, 32, 38, 
28, 37, 37, 37, 37, 37, 37, 104, 99, 100, 37, 37, 37, 37, 37, 31, 
24, 37, 37, 64, 65, 37, 37, 31, 24, 40, 40, 40, 36, 1, 37, 37
,
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
28, 52, 53, 53, 52, 52, 53, 53, 28, 52, 52, 53, 52, 38, 40, 40, 
74, 75, 76, 40, 40, 102, 103, 103, 24, 52, 53, 52, 52, 52, 38, 102, 
28, 52, 53, 53, 53, 52, 53, 105, 101, 106, 53, 53, 53, 52, 53, 53, 
24, 52, 53, 66, 67, 53, 52, 53, 24, 40, 40, 40, 40, 36, 53, 52
,
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
45, 47, 35, 32, 35, 32, 37, 35, 39, 35, 32, 37, 35, 32, 35, 45, 
74, 75, 76, 45, 46, 58, 46, 107, 108, 46, 58, 46, 46, 107, 108, 47, 
39, 30, 32, 37, 35, 37, 37, 37, 28, 35, 32, 37, 37, 37, 37, 31, 
45, 46, 68, 46, 46, 68, 46, 46, 58, 46, 46, 46, 46, 58, 46, 47
,
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
69, 70, 45, 47, 37, 37, 37, 37, 24, 37, 37, 37, 37, 45, 47, 71, 
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 37, 37, 37, 37, 37, 37, 
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71
,
109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 
54, 55, 55, 56, 37, 37, 37, 37, 24, 37, 37, 37, 37, 54, 55, 56, 
54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 56, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 37, 37, 37, 37, 37, 37, 
54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 56
,
46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 47, 
24, 72, 72, 72, 72, 72, 72, 72, 24, 72, 72, 72, 72, 72, 72, 72, 
45, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 47, 
24, 72, 72, 72, 72, 72, 72, 72, 24, 72, 72, 72, 72, 72, 72, 72, 
45, 46, 46, 58, 46, 46, 69, 70, 70, 70, 71, 46, 58, 46, 46, 47
,
71, 29, 61, 110, 110, 44, 61, 110, 110, 61, 44, 110, 110, 61, 44, 69, 
24, 29, 29, 36, 35, 1, 38, 29, 24, 29, 29, 29, 29, 29, 29, 30, 
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
24, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 
24, 25, 25, 25, 25, 25, 69, 70, 70, 70, 71, 25, 25, 25, 111, 112
,
71, 113, 28, 114, 114, 37, 39, 114, 114, 39, 37, 114, 114, 28, 37, 69, 
28, 113, 40, 40, 36, 38, 40, 40, 28, 31, 40, 40, 40, 40, 30, 37, 
54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 56, 
28, 30, 31, 115, 29, 29, 29, 29, 39, 31, 29, 29, 29, 29, 30, 35, 
39, 29, 29, 29, 29, 29, 69, 70, 70, 70, 71, 29, 29, 29, 112, 116
,
71, 30, 39, 37, 37, 37, 39, 37, 37, 28, 1, 37, 37, 39, 37, 69, 
39, 31, 40, 40, 30, 31, 40, 40, 28, 37, 31, 30, 31, 30, 37, 37, 
74, 75, 75, 75, 75, 76, 29, 29, 29, 29, 74, 75, 75, 75, 75, 76, 
28, 1, 37, 117, 30, 31, 40, 40, 39, 37, 31, 30, 31, 30, 37, 37, 
28, 31, 40, 40, 30, 31, 69, 70, 70, 70, 71, 30, 31, 30, 111, 118
,
71, 52, 24, 52, 53, 53, 24, 53, 52, 24, 53, 53, 52, 24, 52, 69, 
28, 37, 31, 30, 37, 37, 31, 40, 39, 37, 37, 37, 37, 37, 37, 37, 
74, 75, 75, 75, 75, 76, 31, 40, 30, 31, 74, 75, 75, 75, 75, 76, 
28, 37, 37, 37, 37, 37, 45, 46, 46, 46, 47, 37, 37, 37, 37, 37, 
28, 37, 31, 30, 37, 37, 69, 70, 70, 70, 71, 37, 37, 37, 112, 116
,
71, 35, 28, 59, 60, 37, 28, 59, 60, 28, 35, 59, 60, 28, 35, 69, 
28, 37, 37, 37, 37, 37, 37, 31, 28, 37, 37, 37, 37, 37, 37, 37, 
74, 75, 75, 75, 75, 76, 50, 57, 57, 51, 74, 75, 75, 75, 75, 76, 
45, 46, 46, 47, 37, 37, 54, 55, 55, 55, 56, 37, 37, 37, 37, 37, 
39, 53, 52, 53, 53, 52, 69, 70, 70, 70, 71, 52, 52, 53, 111, 112
,
71, 37, 28, 44, 44, 37, 28, 44, 44, 39, 37, 44, 44, 39, 37, 69, 
28, 52, 53, 53, 53, 52, 53, 53, 28, 53, 53, 52, 53, 52, 52, 53, 
74, 75, 75, 75, 75, 76, 44, 44, 44, 44, 74, 75, 75, 75, 75, 76, 
69, 70, 70, 71, 37, 37, 44, 44, 61, 44, 44, 37, 37, 37, 37, 37, 
28, 52, 45, 47, 52, 53, 69, 70, 70, 70, 71, 53, 53, 52, 112, 116
,
71, 36, 39, 53, 53, 53, 39, 53, 53, 39, 53, 52, 52, 39, 53, 69, 
39, 37, 32, 35, 32, 32, 35, 31, 28, 37, 37, 32, 35, 32, 32, 38, 
54, 55, 55, 55, 55, 56, 37, 37, 1, 37, 54, 55, 55, 55, 55, 56, 
54, 55, 55, 56, 52, 53, 53, 52, 28, 52, 53, 53, 52, 45, 46, 47, 
39, 35, 69, 71, 32, 35, 69, 70, 70, 70, 71, 35, 32, 32, 111, 118
,
71, 40, 39, 37, 35, 32, 28, 35, 37, 39, 37, 37, 1, 28, 35, 69, 
39, 37, 37, 37, 37, 37, 37, 37, 28, 37, 37, 37, 37, 37, 38, 40, 
61, 29, 29, 29, 29, 29, 36, 37, 37, 37, 44, 44, 44, 44, 44, 44, 
61, 44, 44, 44, 32, 32, 32, 31, 39, 32, 37, 37, 32, 44, 44, 44, 
39, 37, 69, 71, 37, 37, 54, 55, 55, 55, 56, 37, 37, 38, 112, 116
,
71, 40, 24, 62, 63, 37, 24, 37, 37, 24, 37, 37, 37, 24, 37, 69, 
28, 37, 37, 37, 37, 37, 37, 38, 39, 37, 37, 37, 37, 37, 31, 40, 
39, 40, 40, 40, 40, 40, 30, 37, 38, 36, 37, 37, 37, 37, 37, 37, 
39, 37, 37, 37, 37, 37, 37, 37, 28, 37, 37, 37, 37, 37, 37, 38, 
39, 37, 69, 71, 37, 37, 119, 44, 61, 120, 29, 36, 38, 102, 121, 122
,
71, 26, 27, 64, 65, 26, 27, 53, 53, 26, 27, 53, 38, 26, 27, 69, 
24, 37, 37, 37, 37, 37, 37, 31, 24, 37, 37, 37, 37, 1, 37, 31, 
24, 40, 40, 40, 40, 30, 37, 123, 40, 40, 36, 37, 37, 37, 37, 38, 
24, 37, 37, 37, 37, 37, 37, 37, 24, 37, 1, 37, 37, 37, 38, 40, 
24, 37, 69, 71, 37, 37, 124, 37, 24, 125, 40, 40, 102, 103, 126, 127
,
71, 33, 34, 66, 67, 33, 34, 36, 53, 33, 34, 38, 40, 33, 34, 69, 
24, 53, 53, 52, 53, 52, 53, 53, 24, 52, 53, 53, 53, 52, 53, 53, 
24, 40, 40, 40, 40, 36, 38, 128, 40, 40, 40, 36, 52, 53, 38, 40, 
24, 52, 52, 53, 53, 52, 53, 52, 24, 52, 53, 53, 53, 38, 40, 40, 
24, 52, 69, 71, 52, 53, 124, 52, 24, 129, 40, 102, 103, 103, 126, 127
,
